Ferramenta,Data adicionado,Descrição,Free,Online,Status,link,Área
Bixo,13/04/2022   (BRT),um kit de ferramentas de mineração da web de código aberto que é executado como uma série de canais em cascata no Hadoop.,Free,,Ativo,http://bixo.101tec.com/,Mineração de conteúdo da web
Grapheur 2.0,13/04/2022   (BRT),mineração de dados e ferramenta de visualização interativa (teste gratuito).,,,Ativo,http://www.grapheur.com/,Visualização
DM-II system,13/04/2022   (BRT),inclui CBA para classificação com base em associações e muitos mais recursos.,Free,,Ativo,http://www.comp.nus.edu.sg/~dm2/,Classificação: Baseado em regras
WebLog Expert 2.0 for Windows,13/04/2022   (BRT),um analisador de log da web fácil de usar e repleto de recursos.,,,Ativo,http://www.weblogexpert.com/,Análise de mídia social
DM-II system,13/04/2022   (BRT),inclui CBA para classificação com base em associações e muitos mais recursos.,Free,,Ativo,http://www.comp.nus.edu.sg/~dm2/,Regras de associação
Data Ladder,13/04/2022   (BRT),"oferecendo software e serviços de Data Matching, Profiling, deduplicação e Enrichment.",,,Ativo,http://www.dataladder.com/,"Transformação de dados, limpeza de dados"
BrainMaker,13/04/2022   (BRT),"um sistema de rede neural rápido, agora com aceleração MMX.",,,Ativo,http://www.calsci.com/,Classificação: Rede neural
Power Text Solutions,13/04/2022   (BRT),"recursos abrangentes para análise de ""texto livre"", oferecendo produtos comerciais e aplicativos personalizados.",,,Ativo,http://www.powertextsolutions.com/,"Análise de texto, mineração de texto e recuperação de informações"
IBM ILOG Visualization,13/04/2022   (BRT),um conjunto abrangente de produtos gráficos para a criação de telas interativas altamente gráficas.,,,Ativo,http://www-01.ibm.com/software/websphere/products/visualization/,Visualização
Palisade NeuralTools,13/04/2022   (BRT),redes neurais sofisticadas para Excel.,,,Ativo,http://www.palisade.com/neuraltools/,Classificação: Rede neural
MSBN: Microsoft Belief Network Tools,13/04/2022   (BRT),"ferramentas para criação, avaliação e avaliação de redes de crenças bayesianas. Gratuito para usuários de pesquisa não comerciais.",Free,,Ativo,http://www.research.microsoft.com/research/dtg/msbn/,Classificação: Bayesiano
dotplot,13/04/2022   (BRT),"uma solução de modelagem baseada em nuvem para análise de dados e computação estatística, com um editor visual para criar modelos de análise de dados e mais de 1000 funções para todas as tarefas de análise de dados.",,,Ativo,http://www.dotplot.com/,Análise Estatística
Visalix,13/04/2022   (BRT),um aplicativo da web gratuito para análise visual de dados e clustering.,Free,,Ativo,http://visalix.xrce.xerox.com/,Visualização
MyNet,13/04/2022   (BRT),"Em qualquer lugar, colete dados e informações da Internet e armazene-os de forma estruturada na máquina do usuário individual.",,,Ativo,http://bluesoftware.tripod.com/index.html,Pesquisa na Web
ESTARD Data Miner,13/04/2022   (BRT),"simples de usar, projetado tanto para especialistas em mineração de dados quanto para usuários comuns.",,,Ativo,http://www.estard.com/products/,Suites/Plataformas
OpenTracker,13/04/2022   (BRT),,,,Ativo,http://www.opentracker.net/en/features/features.jsp,Análise de mídia social
WebSundew,13/04/2022   (BRT),uma ferramenta poderosa de web scraping e extração de dados da web que extrai dados das páginas da web com alta produtividade e velocidade.,Free,,Ativo,http://www.websundew.com/,Mineração de conteúdo da web
Monarch,13/04/2022   (BRT),ferramenta de acesso e análise de dados que permite transformar qualquer relatório em um banco de dados ao vivo.,,,Ativo,http://www.datawatch.com/,"Análise de texto, mineração de texto e recuperação de informações"
DMWay,13/04/2022   (BRT),"oferece uma solução ponta a ponta automatizada, movida por um sofisticado mecanismo analítico que modela todas as etapas realizadas por cientistas de dados experientes durante o processo analítico. Comercial.",,,Ativo,http://dmway.com/,Ciência de Dados automatizada
Nihuo Web Log Analyzer,13/04/2022   (BRT),"fornece uma análise abrangente de ""quem, o quê, quando, onde e como"" os clientes visitaram seu site.",,,Ativo,http://www.loganalyzer.net/,Mineração de uso da web
Sagent,13/04/2022   (BRT),fornece um conjunto de ferramentas de carregamento e transformação de dados,,,Ativo,http://www.sagent.com/,"Transformação de dados, limpeza de dados"
Tiberius,13/04/2022   (BRT),"Rede Neural MLP para problemas de classificação e regressão. Inclui uma ferramenta de modelagem e visualização de dados, SVM, redes neurais, regressão logística, visualização 3D e muito mais (grátis para funcionários da universidade e alunos).",,,Ativo,http://www.tiberius.biz/,Classificação: Máquina de vetor de suporte (SVM)
PredictionWorks,13/04/2022   (BRT),"inclui árvore de decisão (gini, entropia, C4.5), regressão logística, k vizinho mais próximo, bayes ingênuo e regressão linear. Teste grátis na web!",,,Ativo,http://www.predictionworks.com/freetrial,Classificação: Abordagens múltiplas
Rapid Insight® Veera,13/04/2022   (BRT),"permite que os usuários desenvolvam rapidamente suas próprias consultas, relatórios, painéis e data marts analíticos.",,,Ativo,http://www.rapidinsightinc.com/,"BI, banco de dados e OLAP"
Apriori,13/04/2022   (BRT),um programa para encontrar regras de associação com o algoritmo a priori (Agrawal et al.). Implementação rápida que usa árvores de prefixo.,Free,,Ativo,http://fuzzy.cs.uni-magdeburg.de/~borgelt/,Regras de associação
Google's list of Bayes net software,13/04/2022   (BRT),,,online,Ativo,http://directory.google.com/Top/Computers/Artificial_Intelligence/Belief_Networks/Software/,Classificação: Bayesiano
The Guardian,13/04/2022   (BRT),"lista das principais ferramentas de visualização de dados, março de 2012.",,online,Ativo,http://www.theguardian.com/news/datablog/2012/mar/28/data-visualisation-tools-free,Visualização
Automatic Statistician project,13/04/2022   (BRT),"um sistema que explora um espaço aberto de possíveis modelos estatísticos para descobrir uma boa explicação dos dados e, em seguida, produz um relatório detalhado com figuras e texto em linguagem natural. Projeto de pesquisa.",,,Ativo,http://www.automaticstatistician.com/index/,Ciência de Dados automatizada
BI2M,13/04/2022   (BRT),"OLAP e Data Mining, autônomo ou com os serviços Microsoft Analysis.",,,Ativo,http://www.bandmservices.com/,"BI, banco de dados e OLAP"
Sharky Neural Network,13/04/2022   (BRT),software livre para brincar com a classificação de redes neurais.,Free,,Ativo,http://sharktime.com/us_SharkyNeuralNetwork.html,Classificação: Rede neural
Visallo Open Source,13/04/2022   (BRT),"ajuda analistas e investigadores de todos os tipos a descobrir, visualizar e compreender relacionamentos complexos ocultos em grandes quantidades de dados.",Free,,Ativo,http://docs.visallo.org/,"Análise de gráficos e redes sociais, links e visualização"
Neural Designer,13/04/2022   (BRT),"um aplicativo avançado para descobrir relacionamentos complexos, reconhecer padrões desconhecidos e prever tendências reais a partir de conjuntos de dados.",,,Ativo,https://www.neuraldesigner.com/,Suites/Plataformas
Criteo,13/04/2022   (BRT),"servindo recomendações personalizadas em tempo real na web em várias soluções, com base nos comportamentos e interesses anteriores dos usuários.",,,Ativo,http://www.criteo.com/,Serviços de recomendações
htminer,13/04/2022   (BRT),"análise de suporte de logs da web (incluindo visitantes únicos, sessões, transações)",,,Ativo,,Análise de mídia social
The Data Miner,13/04/2022   (BRT),uma ferramenta para automatizar a extração e manipulação de dados da web.,,,Ativo,http://www.thedataminer.com/,Mineração de uso da web
SPSS Neural Connection 2,13/04/2022   (BRT),"com rede bayesiana, ferramenta de saída de dados, pesos de modelo e muito mais.",,,Ativo,http://www.spss.com/software/Neuro/nc2info.html,Classificação: Rede neural
Tiberius,13/04/2022   (BRT),"Rede Neural MLP para problemas de classificação e regressão. Inclui uma ferramenta de modelagem e visualização de dados, SVM, redes neurais, regressão logística, visualização 3D e muito mais (grátis para funcionários da universidade e alunos).",,,Ativo,http://www.tiberius.biz/,Classificação: Rede neural
SAS,13/04/2022   (BRT),"sistema de software modular, integrado e independente de hardware para entrega de informações em toda a empresa. As soluções em tempo real permitem que os investigadores gerem entidades e construam redes sociais para encontrar relacionamentos e padrões de interesse. ",,,Ativo,http://www.sas.com/,Análise Estatística
Mangrove,13/04/2022   (BRT),"uma ferramenta para visualização da aprendizagem da árvore de decisão,",Free,,Ativo,http://www.tetris1d.org/zigah/mangrove/,Classificação: Árvore de decisão
DataPlayerPlus,13/04/2022   (BRT),"uma ferramenta de BI simples de usar para detectar anomalias em dados usando gráfico animado, disponível para download e instalação para Blackberry Playbook.",,,Ativo,http://ktsoft-mobile.appspot.com/dataplayer.html,"BI, banco de dados e OLAP"
Plotly,13/04/2022   (BRT),uma análise colaborativa de dados e ferramenta de gráficos.,,online,Ativo,https://plot.ly/,Visualização
Logi Analytics,13/04/2022   (BRT),oferece BI de baixo custo baseado na web e aplicativos analíticos que podem ser incorporados e integrados.,,,Ativo,http://www.logianalytics.com/,"BI, banco de dados e OLAP"
Hohli,13/04/2022   (BRT),um criador de gráficos on-line.,,online,Ativo,http://charts.hohli.com/,Visualização
Pajek,13/04/2022   (BRT),programa para análise de grandes redes.,Free,,Ativo,http://pajek.imfm.si/doku.php?id=pajek,"Análise de gráficos e redes sociais, links e visualização"
Crawlera,13/04/2022   (BRT),"um rotador de IP inteligente para contornar contramedidas de bot, permite rastrear sites mais complexos como o Google.",,,Ativo,http://crawlera.com/,Mineração de conteúdo da web
KBSPortal,13/04/2022   (BRT),oferece processamento de linguagem natural como serviço da web SaaS.,,online,Ativo,http://kbsportal.com/,"Análise de texto, mineração de texto e recuperação de informações"
Maltego Community Edition,13/04/2022   (BRT),um aplicativo de inteligência e análise forense de código aberto,,,Ativo,,"Análise de gráficos e redes sociais, links e visualização"
MeaningCloud,13/04/2022   (BRT),"uma maneira simples e econômica de transformar conteúdo não estruturado em dados acionáveis, com funcionalidade de análise de texto avançada por meio de serviços da Web padrão e plug-ins.",,,Ativo,http://www.meaningcloud.com/,"Análise de texto, mineração de texto e recuperação de informações"
ISYS Search Software,13/04/2022   (BRT),"um fornecedor de software de pesquisa empresarial especializado em pesquisa incorporada, extração de texto, soluções de acesso federado e análise de texto.",,,Ativo,http://www.isys-search.com/,"Análise de texto, mineração de texto e recuperação de informações"
IKANOW Infinit.e,13/04/2022   (BRT),"solução de análise de big data tudo-em-um para colher e analisar dados estruturados e não estruturados, incluindo dados de mídia social do Twitter, Facebook e Google+.",,,Ativo,http://www.ikanow.com/,"Análise de texto, mineração de texto e recuperação de informações"
STATISTICA Neural networks,13/04/2022   (BRT),"aplicativo nn abrangente e fácil de usar com muitas opções de gráficos, arquiteturas de rede e algoritmos de treinamento.",,,Ativo,http://www.statsoft.com/products/stat_nn.html,Classificação: Rede neural
VisDB,13/04/2022   (BRT),"um Sistema de Mineração de Dados Visuais e Exploração de Banco de Dados, com suporte a Técnicas Orientadas a Pixel (Espiral, Eixos e Técnicas de Agrupamento), Coordenadas Paralelas e Stick Figures.",Free,,Ativo,http://infovis.uni-konstanz.de/research/projects/VisDB/visdb.html,Visualização
LPA Data Mining,13/04/2022   (BRT),"as ferramentas suportam a descoberta e modelagem de regras difusas, bayesianas e especializadas. permitem que você crie aplicativos baseados em Link Analysis, como o InFlow. ",,,Ativo,http://www.lpa.co.uk/ind_pro.htm,Suites/Plataformas
NodeXL Pro,13/04/2022   (BRT),"Revele pessoas, grupos e tópicos importantes - percepções de rede poderosas com apenas alguns cliques.",,online,Ativo,https://www.nodexlgraphgallery.org/Pages/Registration.aspx,"Análise de gráficos e redes sociais, links e visualização"
